78841,"""",O
78841,1,O
78841,"""",O
78841, ,O
78841,f,O
78841,a,O
78841,c,O
78841,e,O
78841,=,O
78841,"""",O
78841,T,O
78841,i,O
78841,m,O
78841,e,O
78841,s,O
78841, ,O
78841,N,O
78841,e,O
78841,w,O
78841, ,O
78841,R,O
78841,o,O
78841,m,O
78841,a,O
78841,n,O
78841,"""",O
78841, ,O
78841,s,O
78841,t,O
78841,y,O
78841,l,O
78841,e,O
78841,=,O
78841,"""",O
78841,f,O
78841,o,O
78841,n,O
78841,t,O
78841,-,O
78841,s,O
78841,i,O
78841,z,O
78841,e,O
78841,:,O
78841,8,O
78841,.,O
78841,0,O
78841,p,O
78841,t,O
78841,;,O
78841,f,O
78841,o,O
78841,n,O
78841,t,O
78841,-,O
78841,w,O
78841,e,O
78841,i,O
78841,g,O
78841,h,O
78841,t,O
78841,:,O
78841,b,O
78841,o,O
78841,l,O
78841,d,O
78841,;,O
78841,"""",O
78841,>,O
78841,B,B-Direction of trade
78841,u,I-Direction of trade
78841,y,I-Direction of trade
78841,/,I-Direction of trade
78841,S,I-Direction of trade
78841,e,I-Direction of trade
78841,l,I-Direction of trade
78841,l,I-Direction of trade
78841,<,O
78841,b,O
78841,r,O
78841,>,O
78862,<,O
78862,p,O
78862, ,O
78862,a,O
78862,l,O
78862,i,O
78862,g,O
78862,n,O
78862,=,O
78862,"""",O
78862,c,O
78862,e,O
78862,n,O
78862,t,O
78862,e,O
78862,r,O
78862,"""",O
78862, ,O
78862,s,O
78862,t,O
78862,y,O
78862,l,O
78862,e,O
78862,=,O
78862,"""",O
78862,m,O
78862,a,O
78862,r,O
78862,g,O
78862,i,O
78862,n,O
78862,:,O
78862,0,O
78862,i,O
78862,n,O
78862, ,O
78862,0,O
78862,i,O
78862,n,O
78862, ,O
78862,.,O
78862,0,O
78862,0,O
78862,0,O
78862,1,O
78862,p,O
78862,t,O
78862,;,O
78862,t,O
78862,e,O
78862,x,O
78862,t,O
78862,-,O
78862,a,O
78862,l,O
78862,i,O
78862,g,O
78862,n,O
78862,:,O
78862,c,O
78862,e,O
78862,n,O
78862,t,O
78862,e,O
78862,r,O
78862,;,O
78862,"""",O
78862,>,O
78862,<,O
78862,b,O
78862,>,O
78862,<,O
78862,f,O
78862,o,O
78862,n,O
78862,t,O
78862, ,O
78862,s,O
78862,i,O
78862,z,O
78862,e,O
78862,=,O
78862,"""",O
78862,1,O
78862,"""",O
78862, ,O
78862,f,O
78862,a,O
78862,c,O
78862,e,O
78862,=,O
78862,"""",O
78862,T,O
78862,i,O
78862,m,O
78862,e,O
78862,s,O
78862, ,O
78862,N,O
78862,e,O
78862,w,O
78862, ,O
78862,R,O
78862,o,O
78862,m,O
78862,a,O
78862,n,O
78862,"""",O
78862, ,O
78862,s,O
78862,t,O
78862,y,O
78862,l,O
78862,e,O
78862,=,O
78862,"""",O
78862,f,O
78862,o,O
78862,n,O
78862,t,O
78862,-,O
78862,s,O
78862,i,O
78862,z,O
78862,e,O
78862,:,O
78862,8,O
78862,.,O
78862,0,O
78862,p,O
78862,t,O
78862,;,O
78862,f,O
78862,o,O
78862,n,O
78862,t,O
78862,-,O
78862,w,O
78862,e,O
78862,i,O
78862,g,O
78862,h,O
78862,t,O
78862,:,O
78862,b,O
78862,o,O
78862,l,O
78862,d,O
78862,;,O
78862,"""",O
78862,>,O
78862,N,B-Notional Amount
78862,o,I-Notional Amount
78862,t,I-Notional Amount
78862,i,I-Notional Amount
78862,o,I-Notional Amount
78862,n,I-Notional Amount
78862,a,I-Notional Amount
78862,l,I-Notional Amount
78862,<,O
78862,b,O
78862,r,O
78862,>,O
78879,<,O
78879,p,O
78879, ,O
78879,s,O
78879,t,O
78879,y,O
78879,l,O
78879,e,O
78879,=,O
78879,"""",O
78879,m,O
78879,a,O
78879,r,O
78879,g,O
78879,i,O
78879,n,O
78879,:,O
78879,0,O
78879,i,O
78879,n,O
78879, ,O
78879,0,O
78879,i,O
78879,n,O
78879, ,O
78879,.,O
78879,0,O
78879,0,O
78879,0,O
78879,1,O
78879,p,O
78879,t,O
78879, ,O
78879,1,O
78879,0,O
78879,.,O
78879,0,O
78879,p,O
78879,t,O
78879,;,O
78879,t,O
78879,e,O
78879,x,O
78879,t,O
78879,-,O
78879,i,O
78879,n,O
78879,d,O
78879,e,O
78879,n,O
78879,t,O
78879,:,O
78879,-,O
78879,1,O
78879,0,O
78879,.,O
78879,0,O
78879,p,O
78879,t,O
78879,;,O
78879,"""",O
78879,>,O
78879,<,O
78879,f,O
78879,o,O
78879,n,O
78879,t,O
78879, ,O
78879,s,O
78879,i,O
78879,z,O
78879,e,O
78879,=,O
78879,"""",O
78879,1,O
78879,"""",O
78879, ,O
78879,f,O
78879,a,O
78879,c,O
78879,e,O
78879,=,O
78879,"""",O
78879,T,O
78879,i,O
78879,m,O
78879,e,O
78879,s,O
78879, ,O
78879,N,O
78879,e,O
78879,w,O
78879, ,O
78879,R,O
78879,o,O
78879,m,O
78879,a,O
78879,n,O
78879,"""",O
78879, ,O
78879,s,O
78879,t,O
78879,y,O
78879,l,O
78879,e,O
78879,=,O
78879,"""",O
78879,f,O
78879,o,O
78879,n,O
78879,t,O
78879,-,O
78879,s,O
78879,i,O
78879,z,O
78879,e,O
78879,:,O
78879,9,O
78879,.,O
78879,0,O
78879,p,O
78879,t,O
78879,;,O
78879,"""",O
78879,>,O
78879,C,B-Counterparty
78879,i,I-Counterparty
78879,t,I-Counterparty
78879,i,I-Counterparty
78879,b,I-Counterparty
78879,a,I-Counterparty
78879,n,I-Counterparty
78879,k,I-Counterparty
78879, ,I-Counterparty
78879,N,I-Counterparty
78879,.,I-Counterparty
78879,A,I-Counterparty
78879,.,I-Counterparty
78879,<,O
78879,/,O
78879,f,O
78879,o,O
78879,n,O
78879,t,O
78879,>,O
78879,<,O
78879,/,O
78879,p,O
78879,>,O
78885,<,O
78885,p,O
78885, ,O
78885,s,O
78885,t,O
78885,y,O
78885,l,O
78885,e,O
78885,=,O
78885,"""",O
78885,m,O
78885,a,O
78885,r,O
78885,g,O
78885,i,O
78885,n,O
78885,:,O
78885,0,O
78885,i,O
78885,n,O
78885, ,O
78885,0,O
78885,i,O
78885,n,O
78885, ,O
78885,.,O
78885,0,O
78885,0,O
78885,0,O
78885,1,O
78885,p,O
78885,t,O
78885,;,O
78885,"""",O
78885,>,O
78885,<,O
78885,f,O
78885,o,O
78885,n,O
78885,t,O
78885, ,O
78885,s,O
78885,i,O
78885,z,O
78885,e,O
78885,=,O
78885,"""",O
78885,1,O
78885,"""",O
78885, ,O
78885,f,O
78885,a,O
78885,c,O
78885,e,O
78885,=,O
78885,"""",O
78885,T,O
78885,i,O
78885,m,O
78885,e,O
78885,s,O
78885, ,O
78885,N,O
78885,e,O
78885,w,O
78885, ,O
78885,R,O
78885,o,O
78885,m,O
78885,a,O
78885,n,O
78885,"""",O
78885, ,O
78885,s,O
78885,t,O
78885,y,O
78885,l,O
78885,e,O
78885,=,O
78885,"""",O
78885,f,O
78885,o,O
78885,n,O
78885,t,O
78885,-,O
78885,s,O
78885,i,O
78885,z,O
78885,e,O
78885,:,O
78885,9,O
78885,.,O
78885,0,O
78885,p,O
78885,t,O
78885,;,O
78885,"""",O
78885,>,O
78885,G,B-Reference Entity
78885,e,I-Reference Entity
78885,o,I-Reference Entity
78885,r,I-Reference Entity
78885,g,I-Reference Entity
78885,i,I-Reference Entity
78885,a,I-Reference Entity
78885, ,I-Reference Entity
78885,P,I-Reference Entity
78885,a,I-Reference Entity
78885,c,I-Reference Entity
78885,i,I-Reference Entity
78885,f,I-Reference Entity
78885,i,I-Reference Entity
78885,c,I-Reference Entity
78885, ,I-Reference Entity
78885,8,I-Reference Entity
78885,.,I-Reference Entity
78885,1,I-Reference Entity
78885,2,I-Reference Entity
78885,5,I-Reference Entity
78885,%,I-Reference Entity
78885, ,I-Reference Entity
78885,d,I-Reference Entity
78885,u,I-Reference Entity
78885,e,I-Reference Entity
78885, ,O
78885,5,O
78885,/,O
78885,1,O
78885,5,O
78885,/,O
78885,2,O
78885,0,O
78885,1,O
78885,1,O
78885,<,O
78885,/,O
78885,f,O
78885,o,O
78885,n,O
78885,t,O
78885,>,O
78885,<,O
78885,/,O
78885,p,O
78885,>,O
78891,<,O
78891,p,O
78891, ,O
78891,a,O
78891,l,O
78891,i,O
78891,g,O
78891,n,O
78891,=,O
78891,"""",O
78891,c,O
78891,e,O
78891,n,O
78891,t,O
78891,e,O
78891,r,O
78891,"""",O
78891, ,O
78891,s,O
78891,t,O
78891,y,O
78891,l,O
78891,e,O
78891,=,O
78891,"""",O
78891,m,O
78891,a,O
78891,r,O
78891,g,O
78891,i,O
78891,n,O
78891,:,O
78891,0,O
78891,i,O
78891,n,O
78891, ,O
78891,0,O
78891,i,O
78891,n,O
78891, ,O
78891,.,O
78891,0,O
78891,0,O
78891,0,O
78891,1,O
78891,p,O
78891,t,O
78891,;,O
78891,t,O
78891,e,O
78891,x,O
78891,t,O
78891,-,O
78891,a,O
78891,l,O
78891,i,O
78891,g,O
78891,n,O
78891,:,O
78891,c,O
78891,e,O
78891,n,O
78891,t,O
78891,e,O
78891,r,O
78891,;,O
78891,"""",O
78891,>,O
78891,<,O
78891,f,O
78891,o,O
78891,n,O
78891,t,O
78891, ,O
78891,s,O
78891,i,O
78891,z,O
78891,e,O
78891,=,O
78891,"""",O
78891,1,O
78891,"""",O
78891, ,O
78891,f,O
78891,a,O
78891,c,O
78891,e,O
78891,=,O
78891,"""",O
78891,T,O
78891,i,O
78891,m,O
78891,e,O
78891,s,O
78891, ,O
78891,N,O
78891,e,O
78891,w,O
78891, ,O
78891,R,O
78891,o,O
78891,m,O
78891,a,O
78891,n,O
78891,"""",O
78891, ,O
78891,s,O
78891,t,O
78891,y,O
78891,l,O
78891,e,O
78891,=,O
78891,"""",O
78891,f,O
78891,o,O
78891,n,O
78891,t,O
78891,-,O
78891,s,O
78891,i,O
78891,z,O
78891,e,O
78891,:,O
78891,9,O
78891,.,O
78891,0,O
78891,p,O
78891,t,O
78891,;,O
78891,"""",O
78891,>,O
78891,B,B-Direction of trade
78891,u,I-Direction of trade
78891,y,I-Direction of trade
78891,<,O
78891,/,O
78891,f,O
78891,o,O
78891,n,O
78891,t,O
78891,>,O
78891,<,O
78891,/,O
78891,p,O
78891,>,O
78932,<,O
78932,p,O
78932, ,O
78932,s,O
78932,t,O
78932,y,O
78932,l,O
78932,e,O
78932,=,O
78932,"""",O
78932,m,O
78932,a,O
78932,r,O
78932,g,O
78932,i,O
78932,n,O
78932,:,O
78932,0,O
78932,i,O
78932,n,O
78932, ,O
78932,0,O
78932,i,O
78932,n,O
78932, ,O
78932,.,O
78932,0,O
78932,0,O
78932,0,O
78932,1,O
78932,p,O
78932,t,O
78932, ,O
78932,1,O
78932,0,O
78932,.,O
78932,0,O
78932,p,O
78932,t,O
78932,;,O
78932,t,O
78932,e,O
78932,x,O
78932,t,O
78932,-,O
78932,i,O
78932,n,O
78932,d,O
78932,e,O
78932,n,O
78932,t,O
78932,:,O
78932,-,O
78932,1,O
78932,0,O
78932,.,O
78932,0,O
78932,p,O
78932,t,O
78932,;,O
78932,"""",O
78932,>,O
78932,<,O
78932,f,O
78932,o,O
78932,n,O
78932,t,O
78932, ,O
78932,s,O
78932,i,O
78932,z,O
78932,e,O
78932,=,O
78932,"""",O
78932,1,O
78932,"""",O
78932, ,O
78932,f,O
78932,a,O
78932,c,O
78932,e,O
78932,=,O
78932,"""",O
78932,T,O
78932,i,O
78932,m,O
78932,e,O
78932,s,O
78932, ,O
78932,N,O
78932,e,O
78932,w,O
78932, ,O
78932,R,O
78932,o,O
78932,m,O
78932,a,O
78932,n,O
78932,"""",O
78932, ,O
78932,s,O
78932,t,O
78932,y,O
78932,l,O
78932,e,O
78932,=,O
78932,"""",O
78932,f,O
78932,o,O
78932,n,O
78932,t,O
78932,-,O
78932,s,O
78932,i,O
78932,z,O
78932,e,O
78932,:,O
78932,9,O
78932,.,O
78932,0,O
78932,p,O
78932,t,O
78932,;,O
78932,"""",O
78932,>,O
78932,U,B-Counterparty
78932,B,I-Counterparty
78932,S,I-Counterparty
78932, ,I-Counterparty
78932,A,I-Counterparty
78932,G,I-Counterparty
78932,<,O
78932,/,O
78932,f,O
78932,o,O
78932,n,O
78932,t,O
78932,>,O
78932,<,O
78932,/,O
78932,p,O
78932,>,O
78938,<,O
78938,p,O
78938, ,O
78938,s,O
78938,t,O
78938,y,O
78938,l,O
78938,e,O
78938,=,O
78938,"""",O
78938,m,O
78938,a,O
78938,r,O
78938,g,O
78938,i,O
78938,n,O
78938,:,O
78938,0,O
78938,i,O
78938,n,O
78938, ,O
78938,0,O
78938,i,O
78938,n,O
78938, ,O
78938,.,O
78938,0,O
78938,0,O
78938,0,O
78938,1,O
78938,p,O
78938,t,O
78938,;,O
78938,"""",O
78938,>,O
78938,<,O
78938,f,O
78938,o,O
78938,n,O
78938,t,O
78938, ,O
78938,s,O
78938,i,O
78938,z,O
78938,e,O
78938,=,O
78938,"""",O
78938,1,O
78938,"""",O
78938, ,O
78938,f,O
78938,a,O
78938,c,O
78938,e,O
78938,=,O
78938,"""",O
78938,T,O
78938,i,O
78938,m,O
78938,e,O
78938,s,O
78938, ,O
78938,N,O
78938,e,O
78938,w,O
78938, ,O
78938,R,O
78938,o,O
78938,m,O
78938,a,O
78938,n,O
78938,"""",O
78938, ,O
78938,s,O
78938,t,O
78938,y,O
78938,l,O
78938,e,O
78938,=,O
78938,"""",O
78938,f,O
78938,o,O
78938,n,O
78938,t,O
78938,-,O
78938,s,O
78938,i,O
78938,z,O
78938,e,O
78938,:,O
78938,9,O
78938,.,O
78938,0,O
78938,p,O
78938,t,O
78938,;,O
78938,"""",O
78938,>,O
78938,C,B-Reference Entity
78938,D,I-Reference Entity
78938,X,I-Reference Entity
78938,.,I-Reference Entity
78938,N,I-Reference Entity
78938,A,I-Reference Entity
78938,.,I-Reference Entity
78938,I,I-Reference Entity
78938,G,I-Reference Entity
78938,.,I-Reference Entity
78938,6,I-Reference Entity
78938,<,O
78938,/,O
78938,f,O
78938,o,O
78938,n,O
78938,t,O
78938,>,O
78938,<,O
78938,/,O
78938,p,O
78938,>,O
78944,<,O
78944,p,O
78944, ,O
78944,a,O
78944,l,O
78944,i,O
78944,g,O
78944,n,O
78944,=,O
78944,"""",O
78944,c,O
78944,e,O
78944,n,O
78944,t,O
78944,e,O
78944,r,O
78944,"""",O
78944, ,O
78944,s,O
78944,t,O
78944,y,O
78944,l,O
78944,e,O
78944,=,O
78944,"""",O
78944,m,O
78944,a,O
78944,r,O
78944,g,O
78944,i,O
78944,n,O
78944,:,O
78944,0,O
78944,i,O
78944,n,O
78944, ,O
78944,0,O
78944,i,O
78944,n,O
78944, ,O
78944,.,O
78944,0,O
78944,0,O
78944,0,O
78944,1,O
78944,p,O
78944,t,O
78944,;,O
78944,t,O
78944,e,O
78944,x,O
78944,t,O
78944,-,O
78944,a,O
78944,l,O
78944,i,O
78944,g,O
78944,n,O
78944,:,O
78944,c,O
78944,e,O
78944,n,O
78944,t,O
78944,e,O
78944,r,O
78944,;,O
78944,"""",O
78944,>,O
78944,<,O
78944,f,O
78944,o,O
78944,n,O
78944,t,O
78944, ,O
78944,s,O
78944,i,O
78944,z,O
78944,e,O
78944,=,O
78944,"""",O
78944,1,O
78944,"""",O
78944, ,O
78944,f,O
78944,a,O
78944,c,O
78944,e,O
78944,=,O
78944,"""",O
78944,T,O
78944,i,O
78944,m,O
78944,e,O
78944,s,O
78944, ,O
78944,N,O
78944,e,O
78944,w,O
78944, ,O
78944,R,O
78944,o,O
78944,m,O
78944,a,O
78944,n,O
78944,"""",O
78944, ,O
78944,s,O
78944,t,O
78944,y,O
78944,l,O
78944,e,O
78944,=,O
78944,"""",O
78944,f,O
78944,o,O
78944,n,O
78944,t,O
78944,-,O
78944,s,O
78944,i,O
78944,z,O
78944,e,O
78944,:,O
78944,9,O
78944,.,O
78944,0,O
78944,p,O
78944,t,O
78944,;,O
78944,"""",O
78944,>,O
78944,B,B-Direction of trade
78944,u,I-Direction of trade
78944,y,I-Direction of trade
78944,<,O
78944,/,O
78944,f,O
78944,o,O
78944,n,O
78944,t,O
78944,>,O
78944,<,O
78944,/,O
78944,p,O
78944,>,O
78982,<,O
78982,p,O
78982, ,O
78982,s,O
78982,t,O
78982,y,O
78982,l,O
78982,e,O
78982,=,O
78982,"""",O
78982,m,O
78982,a,O
78982,r,O
78982,g,O
78982,i,O
78982,n,O
78982,:,O
78982,0,O
78982,i,O
78982,n,O
78982, ,O
78982,0,O
78982,i,O
78982,n,O
78982, ,O
78982,.,O
78982,0,O
78982,0,O
78982,0,O
78982,1,O
78982,p,O
78982,t,O
78982, ,O
78982,1,O
78982,0,O
78982,.,O
78982,0,O
78982,p,O
78982,t,O
78982,;,O
78982,t,O
78982,e,O
78982,x,O
78982,t,O
78982,-,O
78982,i,O
78982,n,O
78982,d,O
78982,e,O
78982,n,O
78982,t,O
78982,:,O
78982,-,O
78982,1,O
78982,0,O
78982,.,O
78982,0,O
78982,p,O
78982,t,O
78982,;,O
78982,"""",O
78982,>,O
78982,<,O
78982,f,O
78982,o,O
78982,n,O
78982,t,O
78982, ,O
78982,s,O
78982,i,O
78982,z,O
78982,e,O
78982,=,O
78982,"""",O
78982,1,O
78982,"""",O
78982, ,O
78982,f,O
78982,a,O
78982,c,O
78982,e,O
78982,=,O
78982,"""",O
78982,T,O
78982,i,O
78982,m,O
78982,e,O
78982,s,O
78982, ,O
78982,N,O
78982,e,O
78982,w,O
78982, ,O
78982,R,O
78982,o,O
78982,m,O
78982,a,O
78982,n,O
78982,"""",O
78982, ,O
78982,s,O
78982,t,O
78982,y,O
78982,l,O
78982,e,O
78982,=,O
78982,"""",O
78982,f,O
78982,o,O
78982,n,O
78982,t,O
78982,-,O
78982,s,O
78982,i,O
78982,z,O
78982,e,O
78982,:,O
78982,9,O
78982,.,O
78982,0,O
78982,p,O
78982,t,O
78982,;,O
78982,"""",O
78982,>,O
78982,M,B-Counterparty
78982,o,I-Counterparty
78982,r,I-Counterparty
78982,g,I-Counterparty
78982,a,I-Counterparty
78982,n,I-Counterparty
78982, ,I-Counterparty
78982,S,I-Counterparty
78982,t,I-Counterparty
78982,a,I-Counterparty
78982,n,I-Counterparty
78982,l,I-Counterparty
78982,e,I-Counterparty
78982,y,I-Counterparty
78982,<,O
78982,/,O
78982,f,O
78982,o,O
78982,n,O
78982,t,O
78982,>,O
78982,<,O
78982,/,O
78982,p,O
78982,>,O
78988,<,O
78988,p,O
78988, ,O
78988,s,O
78988,t,O
78988,y,O
78988,l,O
78988,e,O
78988,=,O
78988,"""",O
78988,m,O
78988,a,O
78988,r,O
78988,g,O
78988,i,O
78988,n,O
78988,:,O
78988,0,O
78988,i,O
78988,n,O
78988, ,O
78988,0,O
78988,i,O
78988,n,O
78988, ,O
78988,.,O
78988,0,O
78988,0,O
78988,0,O
78988,1,O
78988,p,O
78988,t,O
78988,;,O
78988,"""",O
78988,>,O
78988,<,O
78988,f,O
78988,o,O
78988,n,O
78988,t,O
78988, ,O
78988,s,O
78988,i,O
78988,z,O
78988,e,O
78988,=,O
78988,"""",O
78988,1,O
78988,"""",O
78988, ,O
78988,f,O
78988,a,O
78988,c,O
78988,e,O
78988,=,O
78988,"""",O
78988,T,O
78988,i,O
78988,m,O
78988,e,O
78988,s,O
78988, ,O
78988,N,O
78988,e,O
78988,w,O
78988, ,O
78988,R,O
78988,o,O
78988,m,O
78988,a,O
78988,n,O
78988,"""",O
78988, ,O
78988,s,O
78988,t,O
78988,y,O
78988,l,O
78988,e,O
78988,=,O
78988,"""",O
78988,f,O
78988,o,O
78988,n,O
78988,t,O
78988,-,O
78988,s,O
78988,i,O
78988,z,O
78988,e,O
78988,:,O
78988,9,O
78988,.,O
78988,0,O
78988,p,O
78988,t,O
78988,;,O
78988,"""",O
78988,>,O
78988,C,B-Reference Entity
78988,D,I-Reference Entity
78988,X,I-Reference Entity
78988,.,I-Reference Entity
78988,N,I-Reference Entity
78988,A,I-Reference Entity
78988,.,I-Reference Entity
78988,H,I-Reference Entity
78988,Y,I-Reference Entity
78988,.,I-Reference Entity
78988,6,I-Reference Entity
78988,<,O
78988,/,O
78988,f,O
78988,o,O
78988,n,O
78988,t,O
78988,>,O
78988,<,O
78988,/,O
78988,p,O
78988,>,O
78994,<,O
78994,p,O
78994, ,O
78994,a,O
78994,l,O
78994,i,O
78994,g,O
78994,n,O
78994,=,O
78994,"""",O
78994,c,O
78994,e,O
78994,n,O
78994,t,O
78994,e,O
78994,r,O
78994,"""",O
78994, ,O
78994,s,O
78994,t,O
78994,y,O
78994,l,O
78994,e,O
78994,=,O
78994,"""",O
78994,m,O
78994,a,O
78994,r,O
78994,g,O
78994,i,O
78994,n,O
78994,:,O
78994,0,O
78994,i,O
78994,n,O
78994, ,O
78994,0,O
78994,i,O
78994,n,O
78994, ,O
78994,.,O
78994,0,O
78994,0,O
78994,0,O
78994,1,O
78994,p,O
78994,t,O
78994,;,O
78994,t,O
78994,e,O
78994,x,O
78994,t,O
78994,-,O
78994,a,O
78994,l,O
78994,i,O
78994,g,O
78994,n,O
78994,:,O
78994,c,O
78994,e,O
78994,n,O
78994,t,O
78994,e,O
78994,r,O
78994,;,O
78994,"""",O
78994,>,O
78994,<,O
78994,f,O
78994,o,O
78994,n,O
78994,t,O
78994, ,O
78994,s,O
78994,i,O
78994,z,O
78994,e,O
78994,=,O
78994,"""",O
78994,1,O
78994,"""",O
78994, ,O
78994,f,O
78994,a,O
78994,c,O
78994,e,O
78994,=,O
78994,"""",O
78994,T,O
78994,i,O
78994,m,O
78994,e,O
78994,s,O
78994, ,O
78994,N,O
78994,e,O
78994,w,O
78994, ,O
78994,R,O
78994,o,O
78994,m,O
78994,a,O
78994,n,O
78994,"""",O
78994, ,O
78994,s,O
78994,t,O
78994,y,O
78994,l,O
78994,e,O
78994,=,O
78994,"""",O
78994,f,O
78994,o,O
78994,n,O
78994,t,O
78994,-,O
78994,s,O
78994,i,O
78994,z,O
78994,e,O
78994,:,O
78994,9,O
78994,.,O
78994,0,O
78994,p,O
78994,t,O
78994,;,O
78994,"""",O
78994,>,O
78994,B,B-Direction of trade
78994,u,I-Direction of trade
78994,y,I-Direction of trade
78994,<,O
78994,/,O
78994,f,O
78994,o,O
78994,n,O
78994,t,O
78994,>,O
78994,<,O
78994,/,O
78994,p,O
78994,>,O
79032,<,O
79032,p,O
79032, ,O
79032,s,O
79032,t,O
79032,y,O
79032,l,O
79032,e,O
79032,=,O
79032,"""",O
79032,m,O
79032,a,O
79032,r,O
79032,g,O
79032,i,O
79032,n,O
79032,:,O
79032,0,O
79032,i,O
79032,n,O
79032, ,O
79032,0,O
79032,i,O
79032,n,O
79032, ,O
79032,.,O
79032,0,O
79032,0,O
79032,0,O
79032,1,O
79032,p,O
79032,t,O
79032, ,O
79032,1,O
79032,0,O
79032,.,O
79032,0,O
79032,p,O
79032,t,O
79032,;,O
79032,t,O
79032,e,O
79032,x,O
79032,t,O
79032,-,O
79032,i,O
79032,n,O
79032,d,O
79032,e,O
79032,n,O
79032,t,O
79032,:,O
79032,-,O
79032,1,O
79032,0,O
79032,.,O
79032,0,O
79032,p,O
79032,t,O
79032,;,O
79032,"""",O
79032,>,O
79032,<,O
79032,f,O
79032,o,O
79032,n,O
79032,t,O
79032, ,O
79032,s,O
79032,i,O
79032,z,O
79032,e,O
79032,=,O
79032,"""",O
79032,1,O
79032,"""",O
79032, ,O
79032,f,O
79032,a,O
79032,c,O
79032,e,O
79032,=,O
79032,"""",O
79032,T,O
79032,i,O
79032,m,O
79032,e,O
79032,s,O
79032, ,O
79032,N,O
79032,e,O
79032,w,O
79032, ,O
79032,R,O
79032,o,O
79032,m,O
79032,a,O
79032,n,O
79032,"""",O
79032, ,O
79032,s,O
79032,t,O
79032,y,O
79032,l,O
79032,e,O
79032,=,O
79032,"""",O
79032,f,O
79032,o,O
79032,n,O
79032,t,O
79032,-,O
79032,s,O
79032,i,O
79032,z,O
79032,e,O
79032,:,O
79032,9,O
79032,.,O
79032,0,O
79032,p,O
79032,t,O
79032,;,O
79032,"""",O
79032,>,O
79032,M,B-Counterparty
79032,o,I-Counterparty
79032,r,I-Counterparty
79032,g,I-Counterparty
79032,a,I-Counterparty
79032,n,I-Counterparty
79032, ,I-Counterparty
79032,S,I-Counterparty
79032,t,I-Counterparty
79032,a,I-Counterparty
79032,n,I-Counterparty
79032,l,I-Counterparty
79032,e,I-Counterparty
79032,y,I-Counterparty
79032,<,O
79032,/,O
79032,f,O
79032,o,O
79032,n,O
79032,t,O
79032,>,O
79032,<,O
79032,/,O
79032,p,O
79032,>,O
79038,<,O
79038,p,O
79038, ,O
79038,s,O
79038,t,O
79038,y,O
79038,l,O
79038,e,O
79038,=,O
79038,"""",O
79038,m,O
79038,a,O
79038,r,O
79038,g,O
79038,i,O
79038,n,O
79038,:,O
79038,0,O
79038,i,O
79038,n,O
79038, ,O
79038,0,O
79038,i,O
79038,n,O
79038, ,O
79038,.,O
79038,0,O
79038,0,O
79038,0,O
79038,1,O
79038,p,O
79038,t,O
79038,;,O
79038,"""",O
79038,>,O
79038,<,O
79038,f,O
